Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Children,TotalSpend,KMeans_Cluster,DBSCAN_Cluster,PCA1,PCA2
PhD,Together,32892.0,1,0,2014-05-25,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,54,1,46,0,0,-1.0990568769078939,0.03455666864098368
Graduation,Together,70713.0,0,1,2012-12-03,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,59,1,1477,3,0,1.3541937421303438,0.08558466531421405
Graduation,Together,59925.0,0,1,2012-11-30,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,70,1,766,1,0,0.4655195627454506,1.3898573295053855
Graduation,Married,39722.0,0,1,2014-02-24,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,0,72,1,47,1,0,-0.7519539818297081,1.4896311432690315
Graduation,Together,46610.0,0,0,2013-07-18,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,67,0,467,2,0,0.4299058608702635,-0.2503054604093474
Graduation,Together,88347.0,0,0,2013-07-03,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,64,0,2116,3,0,3.138374725955654,0.08720039665499744
PhD,Married,87171.0,0,0,2013-05-01,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,44,0,1298,3,0,2.0333973877725815,-1.3824463116622152
2n Cycle,Together,26907.0,1,1,2013-08-20,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,49,2,22,2,0,-1.9641483887705113,-0.47882417666128757
Master,Single,50014.0,1,0,2014-01-22,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,57,1,396,2,0,-0.30535250078068615,-0.32915963279459776
PhD,Married,41014.0,1,0,2013-04-22,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,47,1,20,0,0,-1.0103467306975304,-0.5364170876700197
Graduation,Single,66294.0,0,0,2014-03-17,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,60,0,967,3,0,1.3619963561176627,0.0200951246093247
Graduation,Married,36715.0,1,0,2012-11-17,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,1,54,1,357,2,0,-0.6876818718232731,-0.5578283873271631
Graduation,Married,79456.0,0,0,2012-08-22,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,1,69,0,1401,3,0,2.215988266141549,0.1837619358472333
Graduation,Together,40479.0,1,0,2013-08-17,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,43,1,15,0,0,-1.0644136228049363,-0.5238052356982197
Master,Single,75345.0,0,0,2013-02-02,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,1,55,0,2087,3,0,2.7087188686122654,-0.7922427066843164
Graduation,Married,54233.0,0,1,2013-02-04,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,48,1,981,3,0,0.33086279160855553,-0.5693516224842919
Graduation,Single,24163.0,1,1,2013-10-12,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,55,2,17,2,0,-1.9734257645794178,-0.14256608722201256
PhD,Together,84460.0,0,0,2013-01-04,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,1,67,0,523,3,0,1.3870712916151822,0.7522417400955477
Graduation,Together,43776.0,1,0,2014-05-03,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,42,1,23,0,0,-0.99177563665582,-0.752161398476797
PhD,Single,71691.0,0,0,2014-03-17,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1,67,0,1192,3,0,1.7891398908198093,-0.1273393482819214
PhD,Married,85844.0,0,0,2014-05-29,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,52,0,1958,3,0,2.793328007914445,-0.47794990629187784
PhD,Single,39190.0,1,0,2014-04-26,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,51,1,133,1,0,-0.8875821691046661,-0.007019981722408718
Graduation,Together,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,66,0,777,3,0,1.3325893221043825,0.03898086102989473
PhD,Single,38578.0,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,53,2,73,2,0,-1.5970465270779823,-0.2000707823346263
PhD,Married,57236.0,1,1,2014-03-12,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,60,2,121,2,0,-1.0346211243912389,0.6146973220217922
Graduation,Single,61825.0,0,1,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,46,1,424,0,0,-0.10428854871637287,-0.5614775184317555
Graduation,Divorced,79803.0,0,1,2014-06-02,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,67,1,868,3,0,1.0041725646277435,1.0185300199235279
2n Cycle,Single,80910.0,0,0,2012-10-31,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,39,0,756,3,0,1.2647446248801384,-1.338122786542786
Master,Together,27590.0,1,0,2013-04-23,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,43,1,12,0,0,-1.3780776283698704,-1.1749572523534224
Graduation,Married,56775.0,0,1,2013-01-02,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,46,1,937,0,0,0.32547176083860746,-0.5348069671203478
Graduation,Divorced,83829.0,0,0,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,50,0,1862,3,0,2.6258698894729084,-0.4730141829503547
2n Cycle,Married,54210.0,0,1,2013-05-20,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,46,1,367,2,0,-0.3491661479507879,-0.9891989281548504
Graduation,Married,38508.0,1,0,2013-08-02,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,39,1,443,0,0,-0.6950783562993813,-0.8193143500576683
Graduation,Together,53187.0,1,0,2013-10-26,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,55,1,267,1,0,-0.3802123862710396,0.11761446333180729
Graduation,Married,30023.0,1,0,2014-03-24,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,53,1,61,0,0,-1.168217784607147,-0.5524052235745073
PhD,Single,76045.0,0,0,2013-11-15,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,65,0,1323,3,0,2.0224120436275603,0.536027735152106
PhD,Married,50870.0,0,1,2014-06-19,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,73,1,63,2,0,-0.47616102705658325,0.8464180328350097
2n Cycle,Married,15315.0,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,55,0,64,0,0,-0.851123968805616,-1.0722395986922513
2n Cycle,Married,65463.0,1,0,2014-01-30,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,51,1,562,2,0,0.1730113687926222,-0.572920713150039
Graduation,Married,66480.0,1,1,2014-05-31,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,60,2,312,1,0,-0.6070361821675877,1.1624428330222407
Graduation,Divorced,76773.0,0,0,2013-02-25,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,71,0,1156,3,0,1.9228882218416827,0.9745566058669844
2n Cycle,Single,81698.0,0,0,2013-03-01,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,42,0,1104,3,0,1.6739851650335136,-1.8179989441289441
PhD,Single,54466.0,1,1,2014-02-09,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,52,2,16,1,0,-1.284447776616657,0.5890930967676127
Master,Single,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,65,0,2008,3,0,3.2760774165446853,0.13611129673993544
PhD,Single,16269.0,1,0,2013-08-30,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,41,1,44,0,0,-1.62351744303293,-1.021562278385533
Graduation,Together,71819.0,0,1,2013-08-28,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,54,1,1574,3,0,1.4397066870173536,0.20740393871693355
PhD,Married,33569.0,1,0,2013-10-16,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,42,1,63,0,0,-1.1983995321415652,-1.4854268064140106
Master,Married,36262.0,0,0,2013-09-20,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,42,0,426,0,0,-0.10842750926273625,-1.8842219364287423
Basic,Together,22634.0,0,0,2013-01-16,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,59,0,96,0,0,-0.6017375343897503,-0.5430795791807824
2n Cycle,Married,47025.0,0,1,2013-09-12,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,47,1,635,1,0,-0.20881655787614706,-0.1691250977985904
Graduation,Single,70566.0,0,1,2013-10-06,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,57,1,757,2,0,0.5596463614776458,-0.2454437465547441
PhD,Married,31605.0,1,0,2012-11-22,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,46,1,125,0,0,-1.1365658239525467,-1.1659410181665173
Master,Divorced,52034.0,1,1,2013-05-17,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,52,2,332,1,0,-1.0061349242133144,0.4636600901881667
Graduation,Single,48526.0,1,0,2013-12-24,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,46,1,135,0,0,-0.7273410138468963,-0.8867126312597263
Graduation,Married,46734.0,0,1,2012-11-18,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,71,1,330,2,0,-0.3044833817487991,0.946899056019723
Graduation,Divorced,39552.0,1,1,2012-12-18,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,63,2,384,1,0,-1.1322938713415927,1.0299986416487668
Graduation,Single,86358.0,1,1,2012-08-08,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,59,2,1722,3,0,1.352327162920721,1.2901514530840719
Graduation,Together,46931.0,2,1,2014-04-24,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,48,3,78,1,0,-2.0707762717101703,0.9723157361567634
Basic,Single,16581.0,0,0,2013-01-12,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,40,0,24,0,0,-1.0137796973611335,-1.8845389775723043
2n Cycle,Divorced,63998.0,0,0,2013-12-20,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,73,0,1168,3,0,1.6514556720134153,0.6644658124568391
Master,Married,67381.0,0,1,2013-01-15,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,74,1,957,1,0,0.8820262028162618,1.561517966377872
Graduation,Single,25930.0,1,1,2013-10-10,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,58,2,15,1,0,-1.890432675796441,0.9168993442167592
Graduation,Married,42693.0,1,0,2014-06-07,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,47,1,57,0,0,-0.9372289209600907,-0.8838391815338262
Graduation,Together,85606.0,0,1,2012-11-12,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,49,1,1956,3,0,2.1214332000969582,0.1328626645209084
Graduation,Single,72903.0,0,0,2013-10-29,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,40,0,2013,3,0,2.428358370964758,-1.2902211282477554
2n Cycle,Together,49669.0,1,0,2014-05-24,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,51,1,326,1,0,-0.43567865814182993,0.12075695267966338
PhD,Married,36778.0,1,1,2012-08-05,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,57,2,77,1,0,-1.5844791655964883,0.6778982750384092
PhD,Divorced,85696.0,0,0,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,63,0,1313,3,0,2.218670008709303,0.5570618420383204
Master,Divorced,10979.0,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,36,0,30,0,0,-1.1820072816451728,-2.372690206019653
Graduation,Married,49678.0,0,1,2013-02-02,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,64,1,315,1,0,-0.31677066896138345,0.8797380619676407
Master,Together,56129.0,0,1,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,72,1,660,1,0,0.2813218615484069,1.327314549395391
Graduation,Married,37155.0,1,0,2013-01-31,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,36,1,74,0,0,-1.1577185115461461,-1.4777955187613145
2n Cycle,Divorced,21282.0,1,0,2014-05-11,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,47,1,46,0,0,-1.4425881184073142,-0.5552418613251574
PhD,Single,33419.0,0,1,2013-08-17,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,63,1,86,1,0,-0.9523653801921617,0.6537180544475142
Graduation,Widow,63285.0,0,0,2013-11-05,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,80,0,1103,3,0,1.6435951860188465,1.5723022552670285
Master,Together,21255.0,1,0,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,51,1,61,0,0,-1.389447796705514,-0.4719777151449756
Graduation,Together,42162.0,1,0,2013-11-19,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,44,1,145,0,0,-0.8861862054607095,-1.0793077600435361
Graduation,Together,54450.0,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,69,2,684,2,0,-0.4109225221738869,1.0130299661401696
PhD,Married,57744.0,0,1,2013-11-12,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,71,1,411,1,0,0.04744718993128545,1.5260802325614182
Graduation,Single,26576.0,1,0,2012-10-13,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,39,1,27,0,0,-1.4263963361816046,-1.444164663504737
PhD,Widow,57513.0,0,0,2013-07-06,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,82,0,1060,3,0,1.4792448329567178,1.4272107324141716
Graduation,Together,68142.0,0,1,2012-08-29,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,61,1,1459,3,0,1.3066871712686885,0.9367335872174963
Graduation,Married,7500.0,0,1,2012-08-29,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,46,1,18,0,0,-1.8074731482948871,-0.8647740916825065
Graduation,Together,83145.0,0,0,2012-09-22,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,51,0,1833,3,0,2.5791830387015926,-1.043841166604864
Master,Married,54197.0,0,1,2014-04-03,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,65,1,237,2,0,-0.29412200197560756,0.33280911347135295
PhD,Single,23091.0,1,1,2014-05-28,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,62,2,48,1,0,-1.8790565355746078,1.2904284307865297
Graduation,Married,46049.0,1,1,2013-07-21,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,49,2,515,2,0,-0.9904599864757682,-0.3446108068151209
Graduation,Together,56715.0,0,0,2012-12-05,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,51,0,1020,3,0,1.099862011207226,-0.837125071508837
Graduation,Married,79410.0,0,0,2014-05-29,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,64,0,1370,3,0,2.1318266779568464,-0.09999363789362445
Graduation,Married,57304.0,0,1,2013-03-11,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,74,1,1026,1,0,0.7188836217437155,1.4362456856562096
Graduation,Married,44375.0,0,1,2014-03-23,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,60,1,301,1,0,-0.49792281844872616,0.483120309154193
Graduation,Together,54450.0,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,69,2,684,2,0,-0.4109225221738869,1.0130299661401696
Graduation,Married,59594.0,0,1,2012-10-20,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,60,1,499,1,0,0.06943598840708552,0.591948470526127
Graduation,Together,80685.0,0,0,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,31,0,1004,3,0,1.4396126145942445,-2.0639738301733352
PhD,Married,40344.0,0,1,2013-10-13,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,51,1,218,0,0,-0.7766608040787575,-0.42754984414786795
Graduation,Married,62710.0,0,1,2013-05-23,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,53,1,606,1,0,0.18157977761739447,-0.09125838004889292
2n Cycle,Married,48985.0,0,1,2013-07-05,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,57,1,75,2,0,-0.6710677248315146,-0.295902812521152
Graduation,Together,35322.0,1,2,2012-08-22,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,57,3,106,2,0,-2.229882649611696,0.9352715873625135
Graduation,Married,77142.0,0,0,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,77,0,990,3,0,1.8119737976811572,1.151961284586216
Graduation,Single,81657.0,0,0,2014-01-22,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,56,0,1097,3,0,1.8193207155264035,-0.15262683220579815
Basic,Married,14421.0,0,0,2014-02-17,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,29,0,16,0,0,-1.1806400958052887,-2.3768928629942776
2n Cycle,Married,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,51,0,34,0,0,-0.8001162567611786,-0.6067859084733279
PhD,Married,74214.0,0,0,2012-08-26,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,35,0,1711,3,0,2.0748245594567076,-2.341408634692423
Master,Married,66726.0,1,1,2014-01-12,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,68,2,438,1,0,-0.38669584780331345,1.6294850091065265
Basic,Together,23724.0,1,0,2013-01-08,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,46,1,75,0,0,-1.366471660061652,-0.7194920869527585
Master,Married,47353.0,0,1,2013-11-13,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,65,1,225,1,0,-0.4550342687003202,1.054727922095627
Master,Married,33444.0,1,1,2012-11-03,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,73,2,18,2,0,-1.5678832112056194,1.3981194170142353
Graduation,Married,54386.0,0,1,2013-05-17,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,44,1,470,2,0,-0.257235456094988,-1.228889292068616
Graduation,Divorced,28510.0,1,1,2013-04-13,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,44,2,91,0,0,-1.8945209643516798,-0.20446000384430005
Master,Single,90638.0,0,0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,34,0,2525,3,0,3.320858059767124,-2.0467947951386987
Graduation,Together,48070.0,0,1,2013-01-13,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,75,1,504,2,0,-0.047891351073792866,1.1683541726030038
Graduation,Married,43140.0,0,1,2013-01-05,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,68,1,235,1,0,-0.5161722709344504,0.9903799585653682
PhD,Divorced,54959.0,0,1,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,64,1,1232,3,0,0.780477501281932,0.6549044687048742
Basic,Single,15056.0,1,1,2013-05-03,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,67,2,88,1,0,-1.9767148978118396,1.3723341965053302
Graduation,Single,26954.0,1,0,2014-05-08,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,54,1,17,2,0,-1.2784310653650297,-0.6112013477392503
Graduation,Single,22327.0,1,0,2013-08-02,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,40,1,24,0,0,-1.5103600065720009,-0.8636768050034526
Graduation,Married,44393.0,1,1,2013-08-22,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,60,2,60,1,0,-1.3901695636006937,1.1682350085231763
PhD,Single,62000.0,0,1,2013-08-25,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,73,1,1020,2,0,0.8065186027522723,1.0378300181630866
PhD,Together,31497.0,0,1,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,63,1,155,2,0,-0.9321911602504612,0.10370618055682648
2n Cycle,Married,45894.0,0,2,2014-02-27,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,51,2,51,2,0,-1.467748563320865,-0.16435402958750392
Master,Divorced,78579.0,0,0,2012-12-22,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,55,0,1812,3,0,2.494135063112951,-0.5819844830619016
Master,Widow,67369.0,0,1,2012-11-17,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,56,1,1461,3,0,1.2372685715676552,0.42926142861382244
Graduation,Divorced,58401.0,0,1,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,65,1,96,1,0,-0.34001304826352075,0.7483874491906656
Graduation,Single,62307.0,0,1,2014-02-17,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,73,1,160,1,0,-0.09249855140089441,1.726972230189465
Master,Married,43641.0,1,1,2013-04-22,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,56,2,139,1,0,-1.3700483484643267,0.5224737185418489
Master,Divorced,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,57,1,908,1,0,0.5726629333867819,0.3079723597539529
2n Cycle,Married,46891.0,0,1,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,60,1,183,1,0,-0.562062271660305,0.6786910382325514
Master,Married,70091.0,1,0,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,56,1,1161,3,0,0.9701613419459384,-0.2496553517893112
PhD,Married,78075.0,0,0,2014-04-05,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,53,0,988,3,0,1.5890841384525742,-0.3578981027447406
2n Cycle,Widow,59184.0,0,1,2012-09-09,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,64,1,1072,2,0,0.7010874051240992,0.1947244230685766
Graduation,Married,54809.0,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,48,2,174,2,0,-1.1610270530396993,-0.46762574345344476
Graduation,Married,58113.0,0,1,2013-01-25,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,66,1,758,1,0,0.37104125718201564,0.9263553490280023
Master,Married,51412.0,0,1,2013-12-31,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,67,1,195,2,0,-0.37955946763233717,0.7147648176973479
Graduation,Divorced,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,46,1,31,0,0,-1.6115714670676669,-0.8241001724069819
Master,Together,66636.0,0,0,2013-08-17,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,68,0,1084,3,0,1.5759229458876645,0.5474859150552975
Master,Married,50965.0,0,1,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,69,1,685,1,0,0.1599114950087827,1.3008162860571524
PhD,Married,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,60,0,1672,3,0,2.546801823680318,0.4176442075664186
Graduation,Married,18351.0,0,0,2013-10-29,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,35,0,43,0,0,-1.0110337934752474,-2.7238535323557067
PhD,Together,40451.0,0,2,2014-02-16,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,68,2,49,1,0,-1.4173260605561953,1.3891272989678127
Graduation,Together,36317.0,0,1,2013-05-22,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,60,1,133,1,0,-0.868709485803016,0.2317266432863159
Graduation,Together,42213.0,0,1,2013-10-12,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,68,1,363,1,0,-0.39701373080725183,1.2629953942696726
Graduation,Together,65748.0,0,1,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,70,1,545,1,0,0.3622230707299523,1.178975858950725
Graduation,Together,77044.0,0,1,2013-10-27,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,53,1,1065,3,0,0.9999668244939071,-0.4063380461423087
Graduation,Together,74918.0,0,0,2013-03-12,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,56,0,2047,3,0,2.6759780041384906,-0.10726040776141411
Graduation,Married,56721.0,1,1,2012-10-31,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,53,2,296,1,0,-0.9250986611484833,0.5349193744846988
Graduation,Single,42160.0,1,1,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,50,2,140,2,0,-1.4687278608775767,-0.14981126502793773
Graduation,Single,61559.0,0,1,2013-07-17,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,60,1,530,2,0,0.13816674470610021,-0.05221473126073399
PhD,Together,33629.0,1,1,2012-08-08,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,62,2,152,1,0,-1.5292504000138054,0.871186822692597
PhD,Together,68682.0,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,34,0,1598,3,0,1.8229496541153674,-1.9204280963010782
Graduation,Single,34377.0,0,1,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,62,1,114,1,0,-0.9135975365028679,0.3802845377011879
Basic,Single,8940.0,1,0,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,39,1,101,0,0,-1.7624740584297895,-1.7081702772069054
